#date-time(UTC) LST Az(deg) El(deg) sec(z)
2015/10/07-21:30:00 16:39:50 -120.7725 27.0657 2.1977
2015/10/07-21:35:00 16:44:51 -119.6991 26.2600 2.2602
2015/10/07-21:40:00 16:49:52 -118.6413 25.4458 2.3274
2015/10/07-21:45:00 16:54:52 -117.5984 24.6234 2.4001
2015/10/07-21:50:00 16:59:53 -116.5700 23.7932 2.4787
2015/10/07-21:55:00 17:04:54 -115.5553 22.9555 2.5640
2015/10/07-22:00:00 17:09:55 -114.5539 22.1107 2.6568
2015/10/07-22:05:00 17:14:56 -113.5651 21.2592 2.7579
2015/10/07-22:10:00 17:19:57 -112.5885 20.4014 2.8687
2015/10/07-22:15:00 17:24:57 -111.6234 19.5374 2.9902
2015/10/07-22:20:00 17:29:58 -110.6693 18.6677 3.1242
2015/10/07-22:25:00 17:34:59 -109.7257 17.7926 3.2726
2015/10/07-22:30:00 17:40:00 -108.7920 16.9123 3.4375
2015/10/07-22:35:00 17:45:01 -107.8677 16.0271 3.6220
2015/10/07-22:40:00 17:50:01 -106.9523 15.1373 3.8295
2015/10/07-22:45:00 17:55:02 -106.0453 14.2432 4.0644
2015/10/07-22:50:00 18:00:03 -105.1462 13.3451 4.3325
2015/10/07-22:55:00 18:05:04 -104.2544 12.4431 4.6410
2015/10/07-23:00:00 18:10:05 -103.3695 11.5376 4.9997
2015/10/07-23:05:00 18:15:06 -102.4911 10.6287 5.4217

